open,high,low,close,volume,datetime
193.02,193.02,192.99,192.99,816,2023-12-27 13:52:00
192.98,192.98,192.98,192.98,1300,2023-12-27 13:53:00
192.98,192.98,192.97,192.97,866,2023-12-27 13:54:00
192.95,192.95,192.95,192.95,3400,2023-12-27 13:55:00
192.95,192.97,192.95,192.97,4203,2023-12-27 13:56:00
192.96,192.96,192.92,192.92,550,2023-12-27 13:57:00
192.93,192.93,192.92,192.92,1446,2023-12-27 13:58:00
192.9072,192.95,192.9072,192.9133,305,2023-12-27 13:59:00
192.94,192.9883,192.93,192.9883,962,2023-12-27 14:00:00
192.92,192.92,192.92,192.92,229,2023-12-27 14:01:00
192.93,192.93,192.93,192.93,100,2023-12-27 14:02:00
192.99,192.99,192.99,192.99,200,2023-12-27 14:03:00
192.95,192.95,192.95,192.95,155,2023-12-27 14:04:00
192.95,192.95,192.95,192.95,2000,2023-12-27 14:05:00
192.95,192.95,192.95,192.95,522,2023-12-27 14:07:00
192.95,192.95,192.93,192.93,1701,2023-12-27 14:08:00
192.92,192.92,192.92,192.92,358,2023-12-27 14:09:00
192.92,192.93,192.9,192.9,2804,2023-12-27 14:10:00
192.9,192.9,192.9,192.9,3369,2023-12-27 14:11:00
192.9,192.9,192.89,192.89,3880,2023-12-27 14:12:00
192.9,192.93,192.891,192.93,860,2023-12-27 14:13:00
192.93,192.9301,192.93,192.93,2029,2023-12-27 14:14:00
192.95,192.95,192.92,192.93,850,2023-12-27 14:16:00
192.93,192.93,192.93,192.93,125,2023-12-27 14:17:00
192.92,192.93,192.92,192.93,468,2023-12-27 14:18:00
192.93,192.93,192.91,192.93,881,2023-12-27 14:19:00
192.93,192.93,192.93,192.93,1400,2023-12-27 14:20:00
192.9295,192.93,192.9295,192.93,800,2023-12-27 14:21:00
192.91,192.92,192.9,192.9,1950,2023-12-27 14:22:00
192.9,192.9,192.89,192.89,353,2023-12-27 14:23:00
192.8999,192.9,192.8999,192.8999,300,2023-12-27 14:24:00
192.87,192.89,192.76,192.76,6680,2023-12-27 14:25:00
192.75,192.76,192.61,192.62,7057,2023-12-27 14:26:00
192.62,192.65,192.0,192.2,54428,2023-12-27 14:27:00
192.19,192.41,192.17,192.39,21396,2023-12-27 14:28:00
192.38,192.53,192.36,192.43,14904,2023-12-27 14:29:00
192.49,192.8799,192.42,192.75,836851,2023-12-27 14:30:00
192.75,192.85,192.5401,192.705,183340,2023-12-27 14:31:00
192.7,192.7,192.36,192.3899,191332,2023-12-27 14:32:00
192.3901,192.68,192.36,192.59,177602,2023-12-27 14:33:00
192.58,192.63,192.48,192.5742,105286,2023-12-27 14:34:00
192.5703,192.74,192.47,192.731,140216,2023-12-27 14:35:00
192.7368,192.84,192.69,192.79,118200,2023-12-27 14:36:00
192.79,192.8382,192.71,192.823,103664,2023-12-27 14:37:00
192.825,192.8276,192.64,192.77,90132,2023-12-27 14:38:00
192.78,192.78,192.63,192.72,58304,2023-12-27 14:39:00
192.72,192.81,192.66,192.7699,79102,2023-12-27 14:40:00
192.7601,192.79,192.675,192.7624,76129,2023-12-27 14:41:00
192.765,192.78,192.734,192.765,59794,2023-12-27 14:42:00
192.77,192.83,192.77,192.8,61124,2023-12-27 14:43:00
192.8,192.8972,192.8,192.8699,94205,2023-12-27 14:44:00
192.862,192.877,192.74,192.775,88403,2023-12-27 14:45:00
192.7799,192.7799,192.6,192.6401,93291,2023-12-27 14:46:00
192.645,192.69,192.605,192.66,56281,2023-12-27 14:47:00
192.65,192.745,192.65,192.745,51963,2023-12-27 14:48:00
192.75,192.75,192.675,192.679,48361,2023-12-27 14:49:00
192.68,192.69,192.52,192.585,111118,2023-12-27 14:50:00
192.585,192.585,192.49,192.495,65878,2023-12-27 14:51:00
192.4991,192.58,192.48,192.567,75353,2023-12-27 14:52:00
192.565,192.66,192.545,192.645,60818,2023-12-27 14:53:00
192.645,192.72,192.635,192.71,59554,2023-12-27 14:54:00
192.7,192.725,192.625,192.625,63773,2023-12-27 14:55:00
192.63,192.65,192.51,192.6015,63835,2023-12-27 14:56:00
192.605,192.6087,192.54,192.545,90368,2023-12-27 14:57:00
192.545,192.6,192.534,192.56,56309,2023-12-27 14:58:00
192.56,192.6,192.44,192.45,89118,2023-12-27 14:59:00
192.455,192.52,192.37,192.52,97883,2023-12-27 15:00:00
192.515,192.54,192.28,192.29,129516,2023-12-27 15:01:00
192.29,192.345,192.25,192.305,117733,2023-12-27 15:02:00
192.31,192.35,192.274,192.28,91780,2023-12-27 15:03:00
192.27,192.28,192.19,192.21,115147,2023-12-27 15:04:00
192.2051,192.23,192.14,192.205,105253,2023-12-27 15:05:00
192.2001,192.215,192.17,192.185,60220,2023-12-27 15:06:00
192.1899,192.1899,192.09,192.1032,57799,2023-12-27 15:07:00
192.101,192.17,192.1,192.17,54134,2023-12-27 15:08:00
192.165,192.165,192.05,192.065,68032,2023-12-27 15:09:00
192.0601,192.1,192.04,192.0401,88166,2023-12-27 15:10:00
192.04,192.06,191.82,191.87,275505,2023-12-27 15:11:00
191.88,192.0,191.8,191.805,128393,2023-12-27 15:12:00
191.81,191.81,191.56,191.56,263070,2023-12-27 15:13:00
191.56,191.6399,191.445,191.61,263066,2023-12-27 15:14:00
191.61,191.785,191.59,191.7199,138903,2023-12-27 15:15:00
191.71,191.72,191.585,191.659,165796,2023-12-27 15:16:00
191.655,191.715,191.6,191.715,89913,2023-12-27 15:17:00
191.7197,191.72,191.63,191.695,96435,2023-12-27 15:18:00
191.6996,191.77,191.69,191.72,116998,2023-12-27 15:19:00
191.715,191.715,191.54,191.55,114284,2023-12-27 15:20:00
191.56,191.61,191.525,191.6037,91194,2023-12-27 15:21:00
191.61,191.64,191.5302,191.63,88482,2023-12-27 15:22:00
191.635,191.66,191.6,191.645,72542,2023-12-27 15:23:00
191.635,191.64,191.56,191.58,52291,2023-12-27 15:24:00
191.59,191.62,191.55,191.555,53515,2023-12-27 15:25:00
191.56,191.69,191.55,191.6214,91692,2023-12-27 15:26:00
191.625,191.72,191.625,191.71,84632,2023-12-27 15:27:00
191.7023,191.75,191.675,191.69,71894,2023-12-27 15:28:00
191.6899,191.6899,191.62,191.6385,79047,2023-12-27 15:29:00
191.635,191.67,191.5212,191.53,118619,2023-12-27 15:30:00
191.54,191.585,191.5,191.545,101775,2023-12-27 15:31:00
191.55,191.56,191.4816,191.5079,92659,2023-12-27 15:32:00
191.51,191.58,191.39,191.43,129713,2023-12-27 15:33:00
191.42,191.49,191.37,191.381,105306,2023-12-27 15:34:00
191.3802,191.3884,191.15,191.19,255681,2023-12-27 15:35:00
191.19,191.26,191.1,191.11,153499,2023-12-27 15:36:00
191.1108,191.28,191.1,191.27,99157,2023-12-27 15:37:00
191.26,191.4,191.23,191.395,96310,2023-12-27 15:38:00
191.395,191.44,191.38,191.4044,95518,2023-12-27 15:39:00
191.405,191.42,191.29,191.2961,97338,2023-12-27 15:40:00
191.295,191.38,191.291,191.3157,89619,2023-12-27 15:41:00
191.315,191.35,191.27,191.33,50556,2023-12-27 15:42:00
191.33,191.4,191.31,191.3676,55663,2023-12-27 15:43:00
191.36,191.4369,191.36,191.4177,81477,2023-12-27 15:44:00
191.42,191.45,191.395,191.45,58771,2023-12-27 15:45:00
191.44,191.62,191.44,191.585,156322,2023-12-27 15:46:00
191.58,191.58,191.52,191.555,74183,2023-12-27 15:47:00
191.5507,191.6199,191.54,191.61,52591,2023-12-27 15:48:00
191.605,191.64,191.555,191.63,70601,2023-12-27 15:49:00
191.63,191.63,191.52,191.58,60732,2023-12-27 15:50:00
191.58,191.62,191.535,191.5501,33425,2023-12-27 15:51:00
191.56,191.603,191.535,191.55,38002,2023-12-27 15:52:00
191.55,191.5937,191.5302,191.575,41770,2023-12-27 15:53:00
191.58,191.66,191.575,191.6471,73649,2023-12-27 15:54:00
191.645,191.75,191.6399,191.7101,84992,2023-12-27 15:55:00
191.715,191.76,191.71,191.745,85922,2023-12-27 15:56:00
191.745,191.775,191.74,191.755,49502,2023-12-27 15:57:00
191.755,191.755,191.69,191.705,68378,2023-12-27 15:58:00
191.71,191.71,191.65,191.67,76217,2023-12-27 15:59:00
191.6788,191.7,191.58,191.58,47799,2023-12-27 16:00:00
191.585,191.62,191.55,191.585,71311,2023-12-27 16:01:00
191.585,191.6,191.49,191.545,100902,2023-12-27 16:02:00
191.55,191.62,191.545,191.6,46148,2023-12-27 16:03:00
191.6,191.61,191.55,191.605,38127,2023-12-27 16:04:00
191.6,191.64,191.56,191.56,44760,2023-12-27 16:05:00
191.5503,191.635,191.54,191.6017,44416,2023-12-27 16:06:00
191.6,191.6,191.47,191.5,72115,2023-12-27 16:07:00
191.495,191.55,191.48,191.545,39465,2023-12-27 16:08:00
191.54,191.63,191.54,191.58,77837,2023-12-27 16:09:00
191.57,191.5781,191.49,191.5781,29111,2023-12-27 16:10:00
191.571,191.571,191.53,191.55,28271,2023-12-27 16:11:00
191.545,191.565,191.524,191.53,19952,2023-12-27 16:12:00
191.53,191.5489,191.4914,191.495,36060,2023-12-27 16:13:00
